Date,Time,Reflect,Black,Wet
12:20:45 PM,0,23.29825,24.14308,18.17023
12:20:45 PM,0.12,23.27283,24.11725,18.14342
12:20:45 PM,0.2,23.28015,24.12361,18.147
12:20:45 PM,0.32,23.32183,24.14804,18.17879
12:20:45 PM,0.4,23.30716,24.1305,18.15078
12:20:45 PM,0.52,23.33227,24.13451,18.15447
12:20:45 PM,0.6,23.35996,24.17256,18.18819
12:20:45 PM,0.72,23.33862,24.16214,18.16784
12:20:45 PM,0.8,23.33591,24.1795,18.19259
12:20:46 PM,0.88,23.30975,24.14538,18.15725
12:20:46 PM,1,23.31673,24.17118,18.18434
12:20:46 PM,1.12,23.30128,24.13635,18.14551
12:20:46 PM,1.2,23.29188,24.12949,18.1477
12:20:46 PM,1.32,23.30243,24.1241,18.15321
12:20:46 PM,1.4,23.30379,24.11219,18.14759
12:20:46 PM,1.52,23.33015,24.15092,18.17564
12:20:46 PM,1.6,23.31575,24.13996,18.16722
12:20:46 PM,1.72,23.33486,24.15646,18.1789
12:20:46 PM,1.8,23.3221,24.1703,18.19883
12:20:47 PM,1.88,23.33649,24.18382,18.21572
12:20:47 PM,2,23.31266,24.13221,18.17443
12:20:47 PM,2.08,23.26917,24.10399,18.13548
12:20:47 PM,2.2,23.24616,24.07634,18.11909
12:20:47 PM,2.32,23.22261,24.04717,18.09716
12:20:47 PM,2.4,23.26278,24.04851,18.09843
12:20:47 PM,2.52,23.25841,24.08283,18.14104
12:20:47 PM,2.6,23.31781,24.1358,18.19683
12:20:47 PM,2.72,23.31007,24.1303,18.19931
12:20:47 PM,2.8,23.26146,24.08295,18.14688
12:20:48 PM,2.88,23.27118,24.10178,18.16316
12:20:48 PM,3.001,23.28411,24.10429,18.17158
12:20:48 PM,3.12,23.25071,24.07884,18.15293
12:20:48 PM,3.2,23.26414,24.0968,18.17248
12:20:48 PM,3.32,23.26944,24.10043,18.17013
12:20:48 PM,3.4,23.25466,24.0802,18.14133
12:20:48 PM,3.52,23.30338,24.10461,18.16942
12:20:48 PM,3.6,23.33686,24.12439,18.19007
12:20:48 PM,3.72,23.31304,24.11723,18.18116
12:20:48 PM,3.8,23.32404,24.15079,18.21108
12:20:49 PM,3.88,23.29177,24.12787,18.19434
12:20:49 PM,4,23.29476,24.11129,18.17841
12:20:49 PM,4.12,23.32243,24.12331,18.19739
12:20:49 PM,4.201,23.31752,24.08775,18.1676
12:20:49 PM,4.321,23.28569,24.08837,18.16613
12:20:49 PM,4.4,23.31785,24.11971,18.19996
12:20:49 PM,4.521,23.29991,24.1206,18.1964
12:20:49 PM,4.6,23.27449,24.08203,18.16796
12:20:49 PM,4.721,23.27174,24.09093,18.18662
12:20:49 PM,4.8,23.27262,24.06378,18.16564
12:20:50 PM,4.881,23.31239,24.10584,18.20171
12:20:50 PM,5.001,23.30634,24.10758,18.21122
12:20:50 PM,5.081,23.31816,24.12828,18.23013
12:20:50 PM,5.201,23.27977,24.0853,18.18748
12:20:50 PM,5.321,23.24884,24.05772,18.15952
12:20:50 PM,5.4,23.29189,24.06598,18.17933
12:20:50 PM,5.521,23.25177,24.04837,18.16369
12:20:50 PM,5.601,23.25907,24.07237,18.19496
12:20:50 PM,5.721,23.28439,24.0933,18.20124
12:20:50 PM,5.801,23.3192,24.15466,18.26779
12:20:51 PM,5.881,23.30197,24.11531,18.22536
12:20:51 PM,6.001,23.29483,24.11451,18.23409
12:20:51 PM,6.121,23.34895,24.13704,18.25302
12:20:51 PM,6.201,23.32837,24.13602,18.24014
12:20:51 PM,6.321,23.32014,24.14869,18.25273
12:20:51 PM,6.401,23.27374,24.09765,18.20723
12:20:51 PM,6.521,23.33628,24.14227,18.2521
12:20:51 PM,6.601,23.32256,24.11943,18.22619
12:20:51 PM,6.721,23.28302,24.10877,18.21414
12:20:51 PM,6.801,23.27509,24.09149,18.19344
12:20:52 PM,6.881,23.28548,24.09651,18.20519
12:20:52 PM,7.001,23.34691,24.1333,18.24292
12:20:52 PM,7.081,23.31466,24.12323,18.23458
12:20:52 PM,7.201,23.29087,24.08569,18.18975
12:20:52 PM,7.321,23.27902,24.08784,18.18748
12:20:52 PM,7.401,23.27207,24.08409,18.19683
12:20:52 PM,7.521,23.32638,24.09144,18.20362
12:20:52 PM,7.601,23.31709,24.12204,18.22522
12:20:52 PM,7.721,23.33687,24.14886,18.26158
12:20:52 PM,7.801,23.29521,24.1227,18.23463
12:20:53 PM,7.881,23.28167,24.08267,18.19092
12:20:53 PM,8.001,23.30152,24.09445,18.19913
12:20:53 PM,8.081,23.30973,24.10699,18.21219
12:20:53 PM,8.201,23.31723,24.12161,18.22967
12:20:53 PM,8.321,23.33156,24.13263,18.23983
12:20:53 PM,8.401,23.38103,24.17892,18.28549
12:20:53 PM,8.521,23.30877,24.11946,18.22956
12:20:53 PM,8.601,23.30038,24.1166,18.23091
12:20:53 PM,8.721,23.31378,24.13545,18.25927
12:20:53 PM,8.801,23.2866,24.09556,18.21717
12:20:54 PM,8.881,23.29886,24.10781,18.22056
12:20:54 PM,9.001,23.33376,24.17732,18.288
12:20:54 PM,9.081,23.30435,24.13992,18.24791
12:20:54 PM,9.201,23.27568,24.07885,18.19795
12:20:54 PM,9.321,23.24651,24.06875,18.18575
12:20:54 PM,9.401,23.29252,24.12663,18.24242
12:20:54 PM,9.521,23.26677,24.07633,18.19854
12:20:54 PM,9.601,23.28799,24.11944,18.24374
12:20:54 PM,9.721,23.27175,24.07258,18.20338
12:20:54 PM,9.801,23.25898,24.0654,18.19804
12:20:55 PM,9.881,23.29271,24.14838,18.27594
12:20:55 PM,10.001,23.26088,24.06887,18.20405
12:20:55 PM,10.081,23.25161,24.05853,18.1897
12:20:55 PM,10.201,23.24044,24.04261,18.17757
12:20:55 PM,10.321,23.24724,24.05834,18.18027
12:20:55 PM,10.401,23.22468,24.03484,18.1625
12:20:55 PM,10.521,23.21077,24.04993,18.1682
12:20:55 PM,10.601,23.19246,24.00182,18.13478
12:20:55 PM,10.721,23.22624,24.00735,18.13577
12:20:55 PM,10.801,23.27594,24.08732,18.21485
12:20:56 PM,10.881,23.26886,24.0764,18.19856
12:20:56 PM,11.001,23.1984,24.02012,18.15145
12:20:56 PM,11.081,23.20598,24.00772,18.13624
12:20:56 PM,11.201,23.20113,24.02716,18.14903
12:20:56 PM,11.321,23.25037,24.03524,18.15639
12:20:56 PM,11.401,23.2576,24.05658,18.18445
12:20:56 PM,11.521,23.26202,24.09093,18.22064
12:20:56 PM,11.601,23.27459,24.07005,18.19948
12:20:56 PM,11.721,23.23788,24.04317,18.17036
12:20:56 PM,11.801,23.20226,24.00295,18.12715
12:20:57 PM,11.881,23.23725,24.04632,18.1713
12:20:57 PM,12.001,23.27567,24.09677,18.2215
12:20:57 PM,12.081,23.26881,24.0771,18.2041
12:20:57 PM,12.201,23.27194,24.06314,18.18458
12:20:57 PM,12.321,23.29196,24.0606,18.18019
12:20:57 PM,12.401,23.32048,24.11016,18.23758
12:20:57 PM,12.521,23.29236,24.10217,18.22375
12:20:57 PM,12.601,23.26868,24.09871,18.21941
12:20:57 PM,12.721,23.25505,24.06837,18.18917
12:20:57 PM,12.801,23.26845,24.08828,18.21354
12:20:58 PM,12.881,23.26671,24.05794,18.18803
12:20:58 PM,13.001,23.27096,24.06762,18.19498
12:20:58 PM,13.081,23.26892,24.06944,18.19952
12:20:58 PM,13.201,23.27039,24.05541,18.1787
12:20:58 PM,13.321,23.27091,24.08449,18.21032
12:20:58 PM,13.401,23.29592,24.12462,18.24875
12:20:58 PM,13.521,23.26225,24.09225,18.22063
12:20:58 PM,13.601,23.23532,24.08383,18.21413
12:20:58 PM,13.721,23.23114,24.05353,18.1827
12:20:58 PM,13.801,23.22682,24.05883,18.17443
12:20:59 PM,13.881,23.27112,24.06365,18.18959
12:20:59 PM,14.001,23.32426,24.11917,18.23948
12:20:59 PM,14.081,23.33169,24.15651,18.27723
12:20:59 PM,14.201,23.27643,24.12043,18.23433
12:20:59 PM,14.321,23.24355,24.06862,18.19429
12:20:59 PM,14.401,23.25736,24.0563,18.18454
12:20:59 PM,14.521,23.25067,24.07429,18.20227
12:20:59 PM,14.601,23.23094,24.04356,18.17988
12:20:59 PM,14.721,23.25414,24.05094,18.18286
12:20:59 PM,14.801,23.32454,24.1616,18.28174
12:21:00 PM,14.881,23.37187,24.18691,18.30966
12:21:00 PM,15.001,23.34993,24.17833,18.30777
12:21:00 PM,15.081,23.33554,24.16527,18.28845
12:21:00 PM,15.201,23.33297,24.16542,18.28444
12:21:00 PM,15.321,23.33495,24.16338,18.28428
12:21:00 PM,15.401,23.32354,24.15372,18.27891
12:21:00 PM,15.521,23.30331,24.13987,18.26558
12:21:00 PM,15.601,23.32097,24.1717,18.29969
12:21:00 PM,15.721,23.32404,24.14987,18.28717
12:21:00 PM,15.801,23.31237,24.14959,18.28342
