Date,Time,Reflect,Black,Wet
8:38:02 PM,0,21.19673,20.89741,16.28472
8:38:02 PM,0.1,21.18134,20.89173,16.28041
8:38:02 PM,0.2,21.12915,20.84087,16.22204
8:38:02 PM,0.3,21.11434,20.83142,16.21241
8:38:02 PM,0.4,21.09582,20.78673,16.16777
8:38:02 PM,0.5,21.11899,20.82207,16.20334
8:38:02 PM,0.6,21.162,20.8384,16.22778
8:38:03 PM,0.7,21.13757,20.82287,16.2115
8:38:03 PM,0.8,21.10656,20.78968,16.18722
8:38:03 PM,0.9,21.12623,20.82616,16.22059
8:38:03 PM,1,21.11789,20.78807,16.19334
8:38:03 PM,1.1,21.08958,20.7754,16.18445
8:38:03 PM,1.2,21.10893,20.79826,16.21758
8:38:03 PM,1.3,21.13531,20.80803,16.22938
8:38:03 PM,1.4,21.11768,20.80834,16.24564
8:38:03 PM,1.5,21.07823,20.76084,16.19798
8:38:03 PM,1.6,21.07265,20.775,16.22529
8:38:04 PM,1.7,21.04057,20.72099,16.17539
8:38:04 PM,1.8,21.02875,20.68908,16.1455
8:38:04 PM,1.9,21.10227,20.78362,16.23781
8:38:04 PM,2,21.03274,20.68946,16.13597
8:38:04 PM,2.1,21.05481,20.72817,16.1714
8:38:04 PM,2.2,21.0853,20.74906,16.20238
8:38:04 PM,2.3,21.11191,20.81707,16.26829
8:38:04 PM,2.4,21.14813,20.83727,16.29595
8:38:04 PM,2.5,21.08968,20.76486,16.21577
8:38:04 PM,2.6,21.0722,20.74809,16.18649
8:38:05 PM,2.7,21.10103,20.7615,16.19445
8:38:05 PM,2.8,21.07119,20.75784,16.18815
8:38:05 PM,2.9,21.05789,20.73325,16.17007
8:38:05 PM,3,21.10507,20.81349,16.24107
8:38:05 PM,3.1,21.10535,20.78838,16.22195
8:38:05 PM,3.2,21.16238,20.84012,16.27862
8:38:05 PM,3.3,21.16523,20.84656,16.27227
8:38:05 PM,3.4,21.11349,20.79899,16.2306
8:38:05 PM,3.5,21.11914,20.8063,16.23998
8:38:05 PM,3.6,21.13336,20.7754,16.21663
8:38:06 PM,3.7,21.10537,20.78814,16.22688
8:38:06 PM,3.8,21.11339,20.78921,16.21877
8:38:06 PM,3.9,21.13306,20.81922,16.24592
8:38:06 PM,4,21.0908,20.75186,16.1834
8:38:06 PM,4.1,21.11578,20.75639,16.188
8:38:06 PM,4.2,21.12517,20.82048,16.23851
8:38:06 PM,4.3,21.07772,20.75345,16.17305
8:38:06 PM,4.4,21.06754,20.75215,16.16017
8:38:06 PM,4.5,21.13116,20.81116,16.23055
8:38:06 PM,4.6,21.14723,20.84593,16.25868
8:38:07 PM,4.7,21.20212,20.86727,16.28411
8:38:07 PM,4.8,21.16509,20.8282,16.24628
8:38:07 PM,4.9,21.15633,20.82158,16.23212
8:38:07 PM,5,21.15947,20.85214,16.25307
8:38:07 PM,5.1,21.11599,20.78224,16.18633
8:38:07 PM,5.2,21.14676,20.81292,16.20868
8:38:07 PM,5.3,21.12496,20.80027,16.19723
8:38:07 PM,5.4,21.13386,20.81883,16.2131
8:38:07 PM,5.5,21.1188,20.77318,16.17053
8:38:07 PM,5.6,21.18749,20.86273,16.25651
8:38:08 PM,5.7,21.10669,20.79242,16.17736
8:38:08 PM,5.8,21.15499,20.80888,16.19031
8:38:08 PM,5.9,21.17021,20.81561,16.19132
8:38:08 PM,6,21.15454,20.82606,16.20896
8:38:08 PM,6.1,21.10433,20.77612,16.16396
8:38:08 PM,6.2,21.12629,20.79453,16.17635
