Date+Time,Tair-wet,RH-wet
2024-04-17T20:38:02.020000+02:00,20.400696,37.034257
2024-04-17T20:38:02.520000+02:00,20.400696,37.018997
2024-04-17T20:38:03.030000+02:00,20.390015,37.070497
2024-04-17T20:38:03.540000+02:00,20.390015,37.087663
2024-04-17T20:38:04.040000+02:00,20.403366,37.102922
2024-04-17T20:38:04.560000+02:00,20.376663,37.118181
2024-04-17T20:38:05.060000+02:00,20.352631,37.121996
2024-04-17T20:38:05.560000+02:00,20.392685,37.135348
2024-04-17T20:38:06.070000+02:00,20.371323,37.171588
2024-04-17T20:38:06.570000+02:00,20.376663,37.192569
2024-04-17T20:38:07.070000+02:00,20.373993,37.196384
2024-04-17T20:38:07.590000+02:00,20.392685,37.251698
2024-04-17T20:38:08.090000+02:00,20.373993,37.274586
2024-04-17T20:38:08.600000+02:00,20.365982,37.270771
2024-04-17T20:38:09.110000+02:00,20.363312,37.316548
2024-04-17T20:38:09.610000+02:00,20.363312,37.28603
2024-04-17T20:38:10.110000+02:00,20.363312,37.310826
2024-04-17T20:38:10.610000+02:00,20.34729,37.335622
2024-04-17T20:38:11.110000+02:00,20.355301,37.289845
2024-04-17T20:38:11.610000+02:00,20.363312,37.29366
2024-04-17T20:38:12.110000+02:00,20.34729,37.331807
2024-04-17T20:38:12.630000+02:00,20.352631,37.348974
2024-04-17T20:38:13.140000+02:00,20.363312,37.377584
2024-04-17T20:38:13.640000+02:00,20.373993,37.327993
2024-04-17T20:38:14.150000+02:00,20.365982,37.324178
2024-04-17T20:38:14.660000+02:00,20.355301,37.335622
2024-04-17T20:38:15.160000+02:00,20.352631,37.297475
2024-04-17T20:38:15.670000+02:00,20.355301,37.316548
2024-04-17T20:38:16.180000+02:00,20.355301,37.348974
2024-04-17T20:38:16.680000+02:00,20.34996,37.352789
2024-04-17T20:38:17.190000+02:00,20.341949,37.305104
2024-04-17T20:38:17.690000+02:00,20.34462,37.301289
2024-04-17T20:38:18.210000+02:00,20.336609,37.322271
2024-04-17T20:38:18.700000+02:00,20.328598,37.314641
2024-04-17T20:38:19.210000+02:00,20.315247,37.345159
2024-04-17T20:38:19.730000+02:00,20.325928,37.333715
2024-04-17T20:38:20.240000+02:00,20.309906,37.316548
2024-04-17T20:38:20.750000+02:00,20.315247,37.33753
2024-04-17T20:38:21.250000+02:00,20.34462,37.383307
2024-04-17T20:38:21.760000+02:00,20.309906,37.37377
2024-04-17T20:38:22.270000+02:00,20.315247,37.341344
2024-04-17T20:38:22.780000+02:00,20.315247,37.360418
2024-04-17T20:38:23.290000+02:00,20.288544,37.371862
2024-04-17T20:38:23.800000+02:00,20.315247,37.356603
2024-04-17T20:38:24.310000+02:00,20.307236,37.406195
2024-04-17T20:38:24.820000+02:00,20.323257,37.347066
2024-04-17T20:38:25.330000+02:00,20.309906,37.348974
2024-04-17T20:38:25.830000+02:00,20.317917,37.364233
2024-04-17T20:38:26.330000+02:00,20.307236,37.324178
2024-04-17T20:38:26.840000+02:00,20.328598,37.350881
2024-04-17T20:38:27.360000+02:00,20.299225,37.280308
2024-04-17T20:38:27.860000+02:00,20.296555,37.322271
2024-04-17T20:38:28.360000+02:00,20.288544,37.368048
2024-04-17T20:38:28.880000+02:00,20.291214,37.352789
2024-04-17T20:38:29.390000+02:00,20.283203,37.385214
2024-04-17T20:38:29.910000+02:00,20.293884,37.364233
2024-04-17T20:38:30.410000+02:00,20.283203,37.343252
2024-04-17T20:38:30.910000+02:00,20.304565,37.392844
2024-04-17T20:38:31.420000+02:00,20.291214,37.385214
2024-04-17T20:38:31.930000+02:00,20.309906,37.331807
2024-04-17T20:38:32.440000+02:00,20.304565,37.364233
2024-04-17T20:38:32.950000+02:00,20.288544,37.358511
2024-04-17T20:38:33.460000+02:00,20.288544,37.41001
2024-04-17T20:38:33.970000+02:00,20.288544,37.390936
2024-04-17T20:38:34.480000+02:00,20.291214,37.352789
2024-04-17T20:38:34.990000+02:00,20.269852,37.37377
2024-04-17T20:38:35.510000+02:00,20.299225,37.396658
2024-04-17T20:38:36.010000+02:00,20.285873,37.354696
2024-04-17T20:38:36.520000+02:00,20.280533,37.358511
2024-04-17T20:38:37.030000+02:00,20.291214,37.326085
2024-04-17T20:38:37.540000+02:00,20.272522,37.379492
2024-04-17T20:38:38.050000+02:00,20.269852,37.408103
2024-04-17T20:38:38.550000+02:00,20.288544,37.371862
2024-04-17T20:38:39.070000+02:00,20.285873,37.371862
2024-04-17T20:38:39.580000+02:00,20.288544,37.301289
2024-04-17T20:38:40.080000+02:00,20.293884,37.310826
2024-04-17T20:38:40.600000+02:00,20.283203,37.297475
2024-04-17T20:38:41.100000+02:00,20.288544,37.335622
2024-04-17T20:38:41.600000+02:00,20.280533,37.358511
2024-04-17T20:38:42.120000+02:00,20.309906,37.303197
2024-04-17T20:38:42.630000+02:00,20.283203,37.358511
2024-04-17T20:38:43.130000+02:00,20.288544,37.316548
2024-04-17T20:38:43.640000+02:00,20.288544,37.331807
2024-04-17T20:38:44.150000+02:00,20.277863,37.314641
2024-04-17T20:38:44.660000+02:00,20.307236,37.312734
2024-04-17T20:38:45.170000+02:00,20.280533,37.268864
2024-04-17T20:38:45.670000+02:00,20.288544,37.307012
2024-04-17T20:38:46.180000+02:00,20.264511,37.242161
2024-04-17T20:38:46.680000+02:00,20.291214,37.274586
2024-04-17T20:38:47.200000+02:00,20.269852,37.278401
2024-04-17T20:38:47.700000+02:00,20.261841,37.282216
2024-04-17T20:38:48.200000+02:00,20.280533,37.276493
2024-04-17T20:38:48.720000+02:00,20.2565,37.230716
2024-04-17T20:38:49.230000+02:00,20.280533,37.251698
2024-04-17T20:38:49.730000+02:00,20.277863,37.265049
2024-04-17T20:38:50.240000+02:00,20.277863,37.310826
2024-04-17T20:38:50.750000+02:00,20.25116,37.303197
2024-04-17T20:38:51.250000+02:00,20.25116,37.270771
2024-04-17T20:38:51.760000+02:00,20.275192,37.308919
2024-04-17T20:38:52.270000+02:00,20.277863,37.284123
2024-04-17T20:38:52.780000+02:00,20.261841,37.314641
2024-04-17T20:38:53.290000+02:00,20.267181,37.314641
2024-04-17T20:38:53.800000+02:00,20.288544,37.331807
2024-04-17T20:38:54.310000+02:00,20.277863,37.352789
2024-04-17T20:38:54.820000+02:00,20.264511,37.356603
2024-04-17T20:38:55.330000+02:00,20.264511,37.341344
2024-04-17T20:38:55.830000+02:00,20.267181,37.352789
2024-04-17T20:38:56.340000+02:00,20.280533,37.362325
2024-04-17T20:38:56.850000+02:00,20.264511,37.305104
2024-04-17T20:38:57.360000+02:00,20.264511,37.33753
2024-04-17T20:38:57.870000+02:00,20.283203,37.291752
2024-04-17T20:38:58.380000+02:00,20.275192,37.33753
2024-04-17T20:38:58.890000+02:00,20.240479,37.25742
2024-04-17T20:38:59.400000+02:00,20.25383,37.303197
2024-04-17T20:38:59.900000+02:00,20.25116,37.295567
2024-04-17T20:39:00.410000+02:00,20.235138,37.25742
2024-04-17T20:39:00.920000+02:00,20.2565,37.270771
2024-04-17T20:39:01.430000+02:00,20.245819,37.270771
2024-04-17T20:39:01.940000+02:00,20.243149,37.25742
2024-04-17T20:39:02.450000+02:00,20.229797,37.276493
2024-04-17T20:39:02.950000+02:00,20.245819,37.276493
2024-04-17T20:39:03.450000+02:00,20.240479,37.274586
2024-04-17T20:39:03.970000+02:00,20.229797,37.280308
2024-04-17T20:39:04.470000+02:00,20.235138,37.350881
2024-04-17T20:39:04.980000+02:00,20.232468,37.343252
2024-04-17T20:39:05.490000+02:00,20.259171,37.327993
2024-04-17T20:39:05.990000+02:00,20.25116,37.33753
2024-04-17T20:39:06.500000+02:00,20.243149,37.354696
2024-04-17T20:39:07+02:00,20.25383,37.341344
2024-04-17T20:39:07.510000+02:00,20.243149,37.331807
2024-04-17T20:39:08.020000+02:00,20.245819,37.345159
2024-04-17T20:39:08.520000+02:00,20.248489,37.335622
2024-04-17T20:39:09.030000+02:00,20.261841,37.28603
2024-04-17T20:39:09.540000+02:00,20.264511,37.314641
2024-04-17T20:39:10.040000+02:00,20.267181,37.278401
2024-04-17T20:39:10.550000+02:00,20.267181,37.308919
2024-04-17T20:39:11.060000+02:00,20.240479,37.274586
2024-04-17T20:39:11.570000+02:00,20.245819,37.274586
2024-04-17T20:39:12.080000+02:00,20.269852,37.263142
2024-04-17T20:39:12.590000+02:00,20.261841,37.282216
2024-04-17T20:39:13.100000+02:00,20.277863,37.291752
2024-04-17T20:39:13.600000+02:00,20.277863,37.265049
2024-04-17T20:39:14.110000+02:00,20.304565,37.245975
2024-04-17T20:39:14.620000+02:00,20.288544,37.247883
2024-04-17T20:39:15.130000+02:00,20.307236,37.200198
2024-04-17T20:39:15.640000+02:00,20.301895,37.202106
2024-04-17T20:39:16.140000+02:00,20.293884,37.202106
2024-04-17T20:39:16.650000+02:00,20.291214,37.173495
2024-04-17T20:39:17.170000+02:00,20.291214,37.190661
2024-04-17T20:39:17.670000+02:00,20.280533,37.205921
2024-04-17T20:39:18.180000+02:00,20.304565,37.261234
2024-04-17T20:39:18.690000+02:00,20.296555,37.22118
2024-04-17T20:39:19.200000+02:00,20.283203,37.251698
2024-04-17T20:39:19.700000+02:00,20.269852,37.232624
2024-04-17T20:39:20.210000+02:00,20.267181,37.259327
2024-04-17T20:39:20.720000+02:00,20.267181,37.223087
2024-04-17T20:39:21.220000+02:00,20.267181,37.226902
2024-04-17T20:39:21.720000+02:00,20.261841,37.204013
2024-04-17T20:39:22.240000+02:00,20.285873,37.228809
2024-04-17T20:39:22.740000+02:00,20.2565,37.223087
2024-04-17T20:39:23.250000+02:00,20.25116,37.24979
2024-04-17T20:39:23.760000+02:00,20.2565,37.223087
2024-04-17T20:39:24.260000+02:00,20.283203,37.291752
2024-04-17T20:39:24.770000+02:00,20.261841,37.28603
2024-04-17T20:39:25.280000+02:00,20.280533,37.276493
2024-04-17T20:39:25.780000+02:00,20.269852,37.282216
2024-04-17T20:39:26.290000+02:00,20.288544,37.280308
2024-04-17T20:39:26.800000+02:00,20.264511,37.308919
2024-04-17T20:39:27.310000+02:00,20.280533,37.276493
2024-04-17T20:39:27.820000+02:00,20.291214,37.287938
2024-04-17T20:39:28.320000+02:00,20.25116,37.303197
2024-04-17T20:39:28.830000+02:00,20.269852,37.282216
2024-04-17T20:39:29.340000+02:00,20.283203,37.251698
