Date,Time,Reflect,Black,Wet
12:07:56 PM,0,23.20325,23.9122,18.50176
12:07:56 PM,0.1,23.19591,23.91697,18.51069
12:07:56 PM,0.2,23.19349,23.90911,18.48299
12:07:56 PM,0.3,23.19523,23.92828,18.51424
12:07:56 PM,0.4,23.22279,23.92978,18.5126
12:07:56 PM,0.5,23.22304,23.9524,18.52554
12:07:56 PM,0.6,23.17525,23.90969,18.4941
12:07:56 PM,0.7,23.19684,23.93335,18.52071
12:07:57 PM,0.8,23.24589,23.95785,18.54601
12:07:57 PM,0.9,23.24289,23.94258,18.53116
12:07:57 PM,1,23.21426,23.93498,18.51121
12:07:57 PM,1.1,23.2275,23.94445,18.51626
12:07:57 PM,1.2,23.20465,23.92915,18.51056
12:07:57 PM,1.3,23.20184,23.91518,18.4933
12:07:57 PM,1.4,23.18207,23.90252,18.47554
12:07:57 PM,1.5,23.1922,23.91793,18.48497
12:07:57 PM,1.6,23.17286,23.90232,18.47271
12:07:57 PM,1.7,23.20868,23.93487,18.50719
12:07:58 PM,1.8,23.18614,23.94429,18.51114
12:07:58 PM,1.9,23.2029,23.93952,18.50195
12:07:58 PM,2,23.1764,23.90678,18.47947
12:07:58 PM,2.1,23.18505,23.9126,18.47689
12:07:58 PM,2.2,23.23948,23.98853,18.56154
12:07:58 PM,2.3,23.23493,24.00921,18.57807
12:07:58 PM,2.4,23.23044,23.96518,18.53934
12:07:58 PM,2.5,23.22577,23.96158,18.52423
12:07:58 PM,2.6,23.25985,24.00906,18.56655
12:07:58 PM,2.7,23.24472,23.99103,18.55964
12:07:59 PM,2.8,23.24825,23.98627,18.55374
12:07:59 PM,2.9,23.31346,24.07898,18.64309
12:07:59 PM,3,23.27491,24.01061,18.57501
12:07:59 PM,3.1,23.27274,23.99996,18.56574
12:07:59 PM,3.2,23.30332,24.03262,18.59189
12:07:59 PM,3.3,23.28791,24.04176,18.59033
12:07:59 PM,3.4,23.25452,23.99313,18.54477
12:07:59 PM,3.5,23.26408,23.99553,18.54158
12:07:59 PM,3.6,23.23277,23.96212,18.50603
12:07:59 PM,3.7,23.22058,23.96636,18.51024
12:08:00 PM,3.8,23.22521,23.95462,18.50878
12:08:00 PM,3.9,23.26945,23.96503,18.51266
12:08:00 PM,4,23.26858,24.03172,18.56989
12:08:00 PM,4.1,23.22877,23.97232,18.51648
12:08:00 PM,4.2,23.24535,23.97587,18.5293
12:08:00 PM,4.3,23.29676,24.06139,18.61185
12:08:00 PM,4.4,23.293,24.02205,18.58592
12:08:00 PM,4.5,23.21009,23.94477,18.50678
12:08:00 PM,4.6,23.26711,23.97595,18.53124
12:08:00 PM,4.7,23.22246,23.94723,18.51186
12:08:01 PM,4.8,23.22494,23.96513,18.53167
12:08:01 PM,4.9,23.23512,23.97396,18.53741
12:08:01 PM,5,23.19693,23.98177,18.53614
12:08:01 PM,5.1,23.24688,23.98499,18.54335
12:08:01 PM,5.2,23.22477,23.96218,18.51404
12:08:01 PM,5.3,23.29956,24.04034,18.60113
12:08:01 PM,5.4,23.26811,23.99939,18.5548
12:08:01 PM,5.5,23.30098,24.04663,18.60365
12:08:01 PM,5.6,23.27468,24.00118,18.55932
12:08:01 PM,5.7,23.23556,23.99386,18.54838
12:08:02 PM,5.8,23.27058,23.99116,18.55285
12:08:02 PM,5.9,23.22873,23.96883,18.53918
12:08:02 PM,6,23.21121,23.98034,18.55334
12:08:02 PM,6.1,23.24099,23.98264,18.55373
12:08:02 PM,6.2,23.25448,24.02292,18.59299
12:08:02 PM,6.3,23.22662,24.02185,18.59817
12:08:02 PM,6.4,23.27843,24.02063,18.59479
12:08:02 PM,6.5,23.28084,23.99759,18.58066
12:08:02 PM,6.6,23.27894,24.01929,18.59658
12:08:02 PM,6.7,23.24413,23.99861,18.56518
12:08:03 PM,6.8,23.22492,23.99362,18.5584
12:08:03 PM,6.9,23.21499,23.99233,18.56127
12:08:03 PM,7,23.26386,24.02948,18.58985
12:08:03 PM,7.1,23.29996,24.04758,18.61693
12:08:03 PM,7.2,23.31164,24.07573,18.64804
12:08:03 PM,7.3,23.34274,24.08918,18.66221
12:08:03 PM,7.4,23.33996,24.08296,18.65377
12:08:03 PM,7.5,23.38782,24.14325,18.7162
12:08:03 PM,7.6,23.33475,24.10125,18.66909
12:08:03 PM,7.7,23.33493,24.1053,18.6719
12:08:04 PM,7.8,23.36382,24.10249,18.67788
12:08:04 PM,7.9,23.36364,24.09268,18.66574
12:08:04 PM,8,23.34942,24.06837,18.64505
12:08:04 PM,8.1,23.32208,24.06588,18.63787
12:08:04 PM,8.2,23.35691,24.10233,18.67281
12:08:04 PM,8.3,23.32224,24.07661,18.64242
12:08:04 PM,8.4,23.33371,24.09725,18.66419
12:08:04 PM,8.5,23.31385,24.08263,18.6517
12:08:04 PM,8.6,23.35236,24.11151,18.6827
12:08:04 PM,8.7,23.3509,24.12534,18.7071
12:08:05 PM,8.8,23.33483,24.09507,18.67422
12:08:05 PM,8.9,23.33622,24.12188,18.69732
12:08:05 PM,9,23.36709,24.11982,18.69649
12:08:05 PM,9.1,23.32773,24.07697,18.66412
12:08:05 PM,9.2,23.31917,24.09389,18.68796
12:08:05 PM,9.3,23.35023,24.11588,18.7139
12:08:05 PM,9.4,23.31,24.07746,18.68921
12:08:05 PM,9.5,23.33196,24.0524,18.66034
12:08:05 PM,9.6,23.30768,24.05219,18.66842
12:08:05 PM,9.7,23.27712,24.03371,18.63311
12:08:06 PM,9.8,23.3344,24.06257,18.67103
12:08:06 PM,9.9,23.32878,24.06444,18.67376
12:08:06 PM,10,23.29559,24.06034,18.67182
12:08:06 PM,10.1,23.28715,24.03165,18.64848
12:08:06 PM,10.2,23.31181,24.0792,18.69633
12:08:06 PM,10.3,23.3361,24.0838,18.70734
12:08:06 PM,10.4,23.33502,24.05913,18.68939
12:08:06 PM,10.5,23.31803,24.09979,18.73278
12:08:06 PM,10.6,23.33016,24.07174,18.6995
12:08:06 PM,10.7,23.31468,24.0605,18.68664
12:08:07 PM,10.8,23.30642,24.05953,18.69274
12:08:07 PM,10.9,23.31757,24.03652,18.66768
12:08:07 PM,11,23.35685,24.08133,18.70845
12:08:07 PM,11.1,23.35086,24.10324,18.73108
12:08:07 PM,11.2,23.35487,24.09597,18.73747
12:08:07 PM,11.3,23.35762,24.08367,18.72711
12:08:07 PM,11.4,23.34242,24.08777,18.72099
12:08:07 PM,11.5,23.34174,24.09642,18.72222
12:08:07 PM,11.6,23.32259,24.06315,18.69951
12:08:07 PM,11.7,23.31939,24.06231,18.68526
12:08:08 PM,11.8,23.31847,24.06482,18.68044
12:08:08 PM,11.9,23.34334,24.08012,18.69059
12:08:08 PM,12,23.34666,24.10787,18.70957
12:08:08 PM,12.1,23.35617,24.11821,18.72216
12:08:08 PM,12.2,23.3286,24.08907,18.70967
12:08:08 PM,12.3,23.3717,24.09056,18.70811
12:08:08 PM,12.4,23.34125,24.08121,18.68863
12:08:08 PM,12.5,23.34802,24.09579,18.70431
12:08:08 PM,12.6,23.32592,24.07926,18.69245
12:08:08 PM,12.7,23.38211,24.13239,18.73969
12:08:09 PM,12.8,23.35678,24.10691,18.7152
12:08:09 PM,12.9,23.34616,24.09808,18.69644
12:08:09 PM,13,23.35795,24.11166,18.70583
12:08:09 PM,13.1,23.30489,24.07309,18.66487
12:08:09 PM,13.2,23.28293,24.02835,18.61761
12:08:09 PM,13.3,23.30344,24.0486,18.63988
12:08:09 PM,13.4,23.3039,24.04344,18.63777
12:08:09 PM,13.5,23.33825,24.09047,18.6846
12:08:09 PM,13.6,23.38973,24.1509,18.73625
12:08:09 PM,13.7,23.36966,24.10423,18.70564
12:08:10 PM,13.8,23.33721,24.07371,18.67142
12:08:10 PM,13.9,23.31619,24.07913,18.67488
12:08:10 PM,14,23.30837,24.07937,18.67381
12:08:10 PM,14.1,23.31546,24.08217,18.67911
12:08:10 PM,14.2,23.32363,24.08415,18.67618
12:08:10 PM,14.3,23.34211,24.07866,18.67324
12:08:10 PM,14.4,23.36213,24.14476,18.73483
12:08:10 PM,14.5,23.3215,24.07399,18.66755
12:08:10 PM,14.6,23.31579,24.07573,18.66008
12:08:10 PM,14.7,23.36779,24.12474,18.70549
12:08:11 PM,14.8,23.35662,24.14107,18.73152
12:08:11 PM,14.9,23.35398,24.13363,18.72465
12:08:11 PM,15,23.35345,24.11261,18.70008
12:08:11 PM,15.1,23.35802,24.09792,18.69122
12:08:11 PM,15.2,23.36312,24.10176,18.68707
12:08:11 PM,15.3,23.36671,24.14951,18.72986
12:08:11 PM,15.4,23.33277,24.12029,18.69914
12:08:11 PM,15.5,23.35721,24.13845,18.72001
12:08:11 PM,15.6,23.39526,24.17039,18.75129
12:08:11 PM,15.7,23.37269,24.1483,18.72681
12:08:12 PM,15.8,23.34396,24.1225,18.69962
12:08:12 PM,15.9,23.37006,24.13783,18.70933
12:08:12 PM,16,23.32361,24.09635,18.68616
12:08:12 PM,16.1,23.33028,24.11899,18.70683
12:08:12 PM,16.2,23.3725,24.15393,18.72802
12:08:12 PM,16.3,23.34338,24.11443,18.6906
12:08:12 PM,16.4,23.33368,24.10635,18.69042
12:08:12 PM,16.5,23.36106,24.13729,18.72071
12:08:12 PM,16.6,23.33225,24.11992,18.69737
12:08:12 PM,16.7,23.35834,24.12661,18.71422
12:08:13 PM,16.8,23.36577,24.14288,18.72742
12:08:13 PM,16.9,23.33605,24.10994,18.69704
12:08:13 PM,17,23.33469,24.10294,18.6885
12:08:13 PM,17.1,23.33744,24.09855,18.6879
12:08:13 PM,17.2,23.32712,24.0911,18.68316
12:08:13 PM,17.3,23.37583,24.13869,18.73765
12:08:13 PM,17.4,23.31229,24.07087,18.67492
12:08:13 PM,17.5,23.32104,24.11281,18.70959
12:08:13 PM,17.6,23.33548,24.0793,18.66856
12:08:13 PM,17.7,23.32929,24.10197,18.69803
12:08:14 PM,17.8,23.34597,24.07856,18.66637
12:08:14 PM,17.9,23.33772,24.09501,18.68547
12:08:14 PM,18,23.32703,24.07361,18.65754
12:08:14 PM,18.1,23.29757,24.05062,18.63545
12:08:14 PM,18.2,23.2672,24.06642,18.65451
12:08:14 PM,18.3,23.25698,24.02804,18.61572
12:08:14 PM,18.4,23.31194,24.08894,18.67697
12:08:14 PM,18.5,23.28695,24.05239,18.64247
12:08:14 PM,18.6,23.26007,24.00988,18.60311
12:08:14 PM,18.7,23.28979,24.0408,18.62765
12:08:15 PM,18.8,23.293,24.05317,18.64472
12:08:15 PM,18.9,23.30209,24.0466,18.6435
12:08:15 PM,19,23.2831,24.04015,18.63379
12:08:15 PM,19.1,23.28038,24.05202,18.64818
12:08:15 PM,19.2,23.25945,24.04479,18.63414
