Date,Time,Reflect,Black,Wet
12:36:02 PM,0,23.21975,23.81321,17.86183
12:36:02 PM,0.1,23.23798,23.81369,17.86589
12:36:03 PM,0.2,23.23502,23.82091,17.8892
12:36:03 PM,0.3,23.22334,23.78678,17.85906
12:36:03 PM,0.4,23.23495,23.7831,17.86758
12:36:03 PM,0.5,23.24553,23.80306,17.89344
12:36:03 PM,0.6,23.28397,23.86568,17.95043
12:36:03 PM,0.7,23.25983,23.8556,17.92533
12:36:03 PM,0.8,23.28337,23.84662,17.91386
12:36:03 PM,0.9,23.2577,23.81472,17.88476
12:36:03 PM,1,23.23537,23.81874,17.87631
12:36:03 PM,1.1,23.2268,23.7955,17.84708
12:36:04 PM,1.2,23.20431,23.76926,17.82838
12:36:04 PM,1.3,23.23558,23.78361,17.85199
12:36:04 PM,1.4,23.22279,23.78924,17.85265
12:36:04 PM,1.5,23.21844,23.79013,17.84229
12:36:04 PM,1.6,23.24133,23.83115,17.88911
12:36:04 PM,1.7,23.26928,23.83971,17.88943
12:36:04 PM,1.8,23.25728,23.82021,17.87136
12:36:04 PM,1.9,23.23549,23.81616,17.8642
12:36:04 PM,2,23.21026,23.77485,17.82474
12:36:04 PM,2.1,23.23464,23.77706,17.83177
12:36:05 PM,2.2,23.24972,23.84225,17.89683
12:36:05 PM,2.3,23.28745,23.86823,17.92502
12:36:05 PM,2.4,23.2697,23.83217,17.88618
12:36:05 PM,2.5,23.25962,23.80979,17.86887
12:36:05 PM,2.6,23.2858,23.83492,17.89188
12:36:05 PM,2.7,23.29005,23.88958,17.95135
12:36:05 PM,2.8,23.31102,23.87964,17.93043
12:36:05 PM,2.9,23.26376,23.81751,17.875
12:36:05 PM,3,23.24741,23.87523,17.92775
12:36:05 PM,3.1,23.27575,23.88225,17.93542
12:36:06 PM,3.2,23.25625,23.82872,17.88935
12:36:06 PM,3.3,23.27469,23.85215,17.91388
12:36:06 PM,3.4,23.26054,23.84404,17.90321
12:36:06 PM,3.5,23.2516,23.83277,17.88393
12:36:06 PM,3.6,23.30135,23.89278,17.94532
12:36:06 PM,3.7,23.26057,23.85775,17.90701
12:36:06 PM,3.8,23.29267,23.87008,17.92163
12:36:06 PM,3.9,23.29634,23.8888,17.94849
12:36:06 PM,4,23.28877,23.88678,17.93456
12:36:06 PM,4.1,23.28646,23.87057,17.92214
12:36:07 PM,4.2,23.32683,23.90517,17.94933
12:36:07 PM,4.3,23.32102,23.92921,17.98183
12:36:07 PM,4.4,23.35536,23.91778,17.97062
12:36:07 PM,4.5,23.32315,23.91895,17.96583
12:36:07 PM,4.6,23.29229,23.90657,17.94159
12:36:07 PM,4.7,23.3142,23.92663,17.96477
12:36:07 PM,4.8,23.36359,23.96593,18.01435
12:36:07 PM,4.9,23.30729,23.91642,17.97129
12:36:07 PM,5,23.29858,23.90453,17.96337
12:36:07 PM,5.1,23.31028,23.92323,17.96564
12:36:08 PM,5.2,23.30362,23.90051,17.96181
12:36:08 PM,5.3,23.31369,23.91833,17.97038
12:36:08 PM,5.4,23.3246,23.92608,17.98715
12:36:08 PM,5.5,23.31544,23.93349,17.99783
12:36:08 PM,5.6,23.3077,23.8949,17.95962
12:36:08 PM,5.7,23.2894,23.89639,17.94811
12:36:08 PM,5.8,23.31249,23.90381,17.95798
12:36:08 PM,5.9,23.33135,23.9579,18.01266
12:36:08 PM,6,23.3569,23.98981,18.03646
12:36:08 PM,6.1,23.33214,23.94793,17.99722
12:36:09 PM,6.2,23.3002,23.91897,17.96148
12:36:09 PM,6.3,23.29904,23.92311,17.96252
12:36:09 PM,6.4,23.29543,23.93695,17.97598
12:36:09 PM,6.5,23.30726,23.9184,17.95579
12:36:09 PM,6.6,23.27892,23.9245,17.96216
12:36:09 PM,6.7,23.29771,23.92482,17.96762
12:36:09 PM,6.8,23.34221,23.94181,17.97741
12:36:09 PM,6.9,23.32033,23.94824,17.98179
12:36:09 PM,7,23.29527,23.92861,17.96479
12:36:09 PM,7.1,23.29791,23.91634,17.94681
12:36:10 PM,7.2,23.279,23.89147,17.92225
12:36:10 PM,7.3,23.29737,23.89436,17.92505
12:36:10 PM,7.4,23.30904,23.91512,17.94914
12:36:10 PM,7.5,23.34346,23.93912,17.97396
12:36:10 PM,7.6,23.31646,23.92381,17.95793
12:36:10 PM,7.7,23.30466,23.93142,17.96269
12:36:10 PM,7.8,23.31744,23.92921,17.96712
12:36:10 PM,7.9,23.36964,23.97974,18.01137
12:36:10 PM,8,23.38557,24.00205,18.03426
12:36:10 PM,8.1,23.35252,23.98101,18.00922
12:36:11 PM,8.2,23.35359,23.97847,18.0083
12:36:11 PM,8.3,23.3557,23.99239,18.0222
12:36:11 PM,8.4,23.36301,24.00043,18.01941
12:36:11 PM,8.5,23.33557,23.9695,18.00016
12:36:11 PM,8.6,23.32846,23.96772,17.99852
12:36:11 PM,8.7,23.34926,23.98089,18.00835
12:36:11 PM,8.8,23.34987,23.98648,18.02015
12:36:11 PM,8.9,23.37275,24.01328,18.04597
12:36:11 PM,9,23.27687,23.8994,17.93027
12:36:11 PM,9.1,23.31828,23.96933,18.00873
12:36:12 PM,9.2,23.2999,23.94219,17.97686
12:36:12 PM,9.3,23.33674,23.99037,18.02914
12:36:12 PM,9.4,23.31909,23.97247,18.01761
12:36:12 PM,9.5,23.34032,23.98925,18.03384
12:36:12 PM,9.6,23.29062,23.93184,17.97949
12:36:12 PM,9.7,23.29408,23.92703,17.97124
12:36:12 PM,9.8,23.30569,23.94484,17.991
12:36:12 PM,9.9,23.29164,23.93088,17.97928
12:36:12 PM,10,23.31985,23.92983,17.99016
12:36:12 PM,10.1,23.31479,23.94489,17.99583
12:36:13 PM,10.2,23.29876,23.91702,17.96148
12:36:13 PM,10.3,23.32228,23.92548,17.96675
12:36:13 PM,10.4,23.32825,23.9593,18.00108
12:36:13 PM,10.5,23.30085,23.94671,17.99134
12:36:13 PM,10.6,23.30068,23.92136,17.97166
12:36:13 PM,10.7,23.29918,23.91248,17.96003
12:36:13 PM,10.8,23.27424,23.90262,17.95662
12:36:13 PM,10.9,23.28049,23.91062,17.95752
12:36:13 PM,11,23.29358,23.92207,17.96911
