Date,Time,Reflect,Black,Wet
10:08:21 AM,0.00 ,22.3526,22.73077,17.33343
10:08:21 AM,0.10 ,22.35441,22.70624,17.30945
10:08:21 AM,0.20 ,22.36929,22.71134,17.32048
10:08:21 AM,0.30 ,22.39316,22.73005,17.33604
10:08:21 AM,0.40 ,22.38403,22.75285,17.36502
10:08:21 AM,0.50 ,22.38402,22.70364,17.31947
10:08:22 AM,0.60 ,22.37233,22.7104,17.32057
10:08:22 AM,0.70 ,22.47066,22.79193,17.41341
10:08:22 AM,0.80 ,22.41321,22.75187,17.38486
10:08:22 AM,0.90 ,22.42768,22.76456,17.39262
10:08:22 AM,1.00 ,22.4688,22.78959,17.41195
10:08:22 AM,1.10 ,22.45022,22.76103,17.37581
10:08:22 AM,1.20 ,22.45931,22.75488,17.37925
10:08:22 AM,1.30 ,22.48163,22.82012,17.43001
10:08:22 AM,1.40 ,22.48761,22.79462,17.40775
10:08:22 AM,1.50 ,22.4325,22.75312,17.3647
10:08:23 AM,1.60 ,22.43357,22.76772,17.3767
10:08:23 AM,1.70 ,22.40696,22.74121,17.34802
10:08:23 AM,1.80 ,22.42361,22.73638,17.3426
10:08:23 AM,1.90 ,22.42261,22.73198,17.33971
10:08:23 AM,2.00 ,22.41896,22.76646,17.37545
10:08:23 AM,2.10 ,22.46157,22.77929,17.38717
10:08:23 AM,2.20 ,22.4477,22.76141,17.37474
10:08:23 AM,2.30 ,22.41711,22.74504,17.35701
10:08:23 AM,2.40 ,22.46491,22.80366,17.42198
10:08:23 AM,2.50 ,22.42066,22.77157,17.37908
10:08:24 AM,2.60 ,22.45582,22.80567,17.40857
10:08:24 AM,2.70 ,22.36075,22.69793,17.28504
10:08:24 AM,2.80 ,22.38769,22.68914,17.28298
10:08:24 AM,2.90 ,22.38323,22.71966,17.31724
10:08:24 AM,3.00 ,22.3798,22.68517,17.28489
10:08:24 AM,3.10 ,22.41381,22.71729,17.30667
10:08:24 AM,3.20 ,22.39357,22.69464,17.296
10:08:24 AM,3.30 ,22.37542,22.67431,17.28396
10:08:24 AM,3.40 ,22.39525,22.67896,17.28123
10:08:24 AM,3.50 ,22.3888,22.69824,17.31654
10:08:25 AM,3.60 ,22.39133,22.7288,17.33549
10:08:25 AM,3.70 ,22.38917,22.69715,17.30413
10:08:25 AM,3.80 ,22.38084,22.70439,17.31782
10:08:25 AM,3.90 ,22.39725,22.68852,17.29888
10:08:25 AM,4.00 ,22.3994,22.7066,17.31638
10:08:25 AM,4.10 ,22.41655,22.7576,17.35298
