Date+Time,Tair-wet,RH-wet
2024-04-17T11:01:42.130000+02:00,21.722488,36.858778
2024-04-17T11:01:42.650000+02:00,21.74118,36.902647
2024-04-17T11:01:43.150000+02:00,21.743851,36.919814
2024-04-17T11:01:43.660000+02:00,21.759872,36.895018
2024-04-17T11:01:44.160000+02:00,21.765213,36.917906
2024-04-17T11:01:44.670000+02:00,21.74118,36.877852
2024-04-17T11:01:45.170000+02:00,21.749191,36.854963
2024-04-17T11:01:45.670000+02:00,21.725159,36.776761
2024-04-17T11:01:46.180000+02:00,21.722488,36.826352
2024-04-17T11:01:46.690000+02:00,21.725159,36.78439
2024-04-17T11:01:47.190000+02:00,21.709137,36.736706
2024-04-17T11:01:47.690000+02:00,21.709137,36.74815
2024-04-17T11:01:48.190000+02:00,21.74118,36.757687
2024-04-17T11:01:48.700000+02:00,21.743851,36.782483
2024-04-17T11:01:49.200000+02:00,21.746521,36.759594
2024-04-17T11:01:49.710000+02:00,21.767883,36.734798
2024-04-17T11:01:50.210000+02:00,21.778564,36.70428
2024-04-17T11:01:50.720000+02:00,21.778564,36.641337
2024-04-17T11:01:51.230000+02:00,21.757202,36.729076
2024-04-17T11:01:51.730000+02:00,21.775894,36.669947
2024-04-17T11:01:52.250000+02:00,21.770554,36.685206
2024-04-17T11:01:52.750000+02:00,21.778564,36.673762
2024-04-17T11:01:53.250000+02:00,21.786575,36.706188
2024-04-17T11:01:53.760000+02:00,21.813278,36.643244
2024-04-17T11:01:54.260000+02:00,21.786575,36.616541
2024-04-17T11:01:54.770000+02:00,21.783905,36.570764
2024-04-17T11:01:55.280000+02:00,21.797256,36.6318
2024-04-17T11:01:55.780000+02:00,21.783905,36.645151
2024-04-17T11:01:56.290000+02:00,21.802597,36.664225
2024-04-17T11:01:56.790000+02:00,21.767883,36.627985
2024-04-17T11:01:57.300000+02:00,21.767883,36.690929
2024-04-17T11:01:57.800000+02:00,21.767883,36.694743
2024-04-17T11:01:58.290000+02:00,21.767883,36.66804
2024-04-17T11:01:58.790000+02:00,21.765213,36.702373
