Date+Time,Tair-wet,RH-wet
2024-04-17T10:42:46.350000+02:00,21.634369,35.201266
2024-04-17T10:42:46.850000+02:00,21.658401,35.216526
2024-04-17T10:42:47.350000+02:00,21.658401,35.22797
2024-04-17T10:42:47.850000+02:00,21.677094,35.258488
2024-04-17T10:42:48.360000+02:00,21.669083,35.26421
2024-04-17T10:42:48.860000+02:00,21.637039,35.266117
2024-04-17T10:42:49.370000+02:00,21.674423,35.296635
2024-04-17T10:42:49.880000+02:00,21.671753,35.311894
2024-04-17T10:42:50.380000+02:00,21.679764,35.281376
2024-04-17T10:42:50.890000+02:00,21.687775,35.247044
2024-04-17T10:42:51.400000+02:00,21.706467,35.247044
2024-04-17T10:42:51.910000+02:00,21.693115,35.172656
2024-04-17T10:42:52.410000+02:00,21.693115,35.151675
2024-04-17T10:42:52.910000+02:00,21.709137,35.155489
2024-04-17T10:42:53.420000+02:00,21.687775,35.163119
2024-04-17T10:42:53.920000+02:00,21.685104,35.124971
2024-04-17T10:42:54.430000+02:00,21.677094,35.144045
2024-04-17T10:42:54.940000+02:00,21.682434,35.134508
2024-04-17T10:42:55.440000+02:00,21.666412,35.174563
2024-04-17T10:42:55.950000+02:00,21.618347,35.218433
2024-04-17T10:42:56.460000+02:00,21.607666,35.170748
2024-04-17T10:42:56.960000+02:00,21.588974,35.161212
2024-04-17T10:42:57.460000+02:00,21.594315,35.180285
2024-04-17T10:42:57.970000+02:00,21.613007,35.180285
2024-04-17T10:42:58.470000+02:00,21.604996,35.218433
2024-04-17T10:42:58.990000+02:00,21.604996,35.277562
2024-04-17T10:42:59.490000+02:00,21.621017,35.287098
2024-04-17T10:43:00+02:00,21.629028,35.321431
2024-04-17T10:43:00.500000+02:00,21.64772,35.306172
2024-04-17T10:43:01.010000+02:00,21.639709,35.330968
2024-04-17T10:43:01.520000+02:00,21.653061,35.401541
2024-04-17T10:43:02.030000+02:00,21.64505,35.447318
2024-04-17T10:43:02.530000+02:00,21.623688,35.46067
2024-04-17T10:43:03.040000+02:00,21.64505,35.428244
2024-04-17T10:43:03.540000+02:00,21.666412,35.477836
2024-04-17T10:43:04.060000+02:00,21.653061,35.479744
2024-04-17T10:43:04.560000+02:00,21.661072,35.49691
2024-04-17T10:43:05.060000+02:00,21.64505,35.491188
2024-04-17T10:43:05.560000+02:00,21.682434,35.510262
2024-04-17T10:43:06.070000+02:00,21.671753,35.468299
2024-04-17T10:43:06.580000+02:00,21.693115,35.464485
2024-04-17T10:43:07.090000+02:00,21.695786,35.439689
2024-04-17T10:43:07.590000+02:00,21.73851,35.369116
2024-04-17T10:43:08.100000+02:00,21.74118,35.361486
2024-04-17T10:43:08.610000+02:00,21.743851,35.273747
2024-04-17T10:43:09.110000+02:00,21.759872,35.247044
2024-04-17T10:43:09.610000+02:00,21.759872,35.250858
2024-04-17T10:43:10.110000+02:00,21.762543,35.250858
2024-04-17T10:43:10.620000+02:00,21.743851,35.237507
2024-04-17T10:43:11.130000+02:00,21.730499,35.189822
2024-04-17T10:43:11.630000+02:00,21.73317,35.157397
2024-04-17T10:43:12.140000+02:00,21.751862,35.130694
2024-04-17T10:43:12.650000+02:00,21.751862,35.084916
2024-04-17T10:43:13.150000+02:00,21.719818,35.058213
2024-04-17T10:43:13.660000+02:00,21.751862,35.060121
2024-04-17T10:43:14.160000+02:00,21.73317,35.073472
2024-04-17T10:43:14.670000+02:00,21.730499,34.997177
2024-04-17T10:43:15.170000+02:00,21.746521,35.03151
2024-04-17T10:43:15.680000+02:00,21.74118,35.004807
2024-04-17T10:43:16.190000+02:00,21.746521,34.978103
2024-04-17T10:43:16.690000+02:00,21.746521,34.99527
2024-04-17T10:43:17.200000+02:00,21.743851,34.985733
2024-04-17T10:43:17.700000+02:00,21.73851,34.968566
2024-04-17T10:43:18.210000+02:00,21.757202,34.98764
